order_id,session_id,customer_id,restaurant_id,courier_id,channel,campaign,voucher_code,device,city,destination_name,delivery_distance_km,order_type,placed_at,food_ready_at,picked_up_at,delivered_at,order_status,cancel_note,food_price,discount_amount
100027,10192,1619,5333,4044,organic,,,android,Jakarta Pusat,Griyand Tower 8F,8.5,priority,2024-03-07 10:30:56,2024-03-07 10:47:56,2024-03-07 10:52:56,2024-03-07 11:10:56,delivered,,120000.0,0
100028,10196,1433,1964,6934,promo,promo_feb_valentine,,android,Jakarta Selatan,Kos Tranquilo No.7,8.8,priority,2024-05-27 17:39:59,2024-05-27 17:57:59,2024-05-27 17:59:59,2024-05-27 18:16:59,delivered,,467000.0,0
100029,10207,1524,4811,4920,promo,promo_ramadan,,web,Jakarta Utara,Kos Urbanest Lt.2,5.7,regular,2024-05-21 16:36:11,2024-05-21 16:59:11,2024-05-21 17:05:11,2024-05-21 17:22:11,delivered,,168000.0,0
100030,10211,1419,2824,4441,promo,promo_feb_valentine,LOVE20,web,Jakarta Pusat,Ruko Shopville No.34,10.5,regular,2024-01-29 10:26:50,2024-01-29 10:45:50,2024-01-29 10:50:50,2024-01-29 11:08:50,delivered,,268000.0,54000.0
100031,10214,1545,8517,8564,referral,ref_friend_program,,ios,Jakarta Selatan,Kos Urbanest Lt.2,11.8,regular,2024-02-16 07:20:37,2024-02-16 07:32:37,2024-02-16 07:34:37,2024-02-16 07:53:37,delivered,,210000.0,0
100032,10221,1351,5889,4681,promo,promo_jan_newyear,NEWYEAR25,ios,Tangerang,Ruko Shopville No.34,9.6,regular,2024-06-11 15:52:24,2024-06-11 16:01:24,2024-06-11 16:09:24,2024-06-11 16:23:24,delivered,,138000.0,34000.0
100033,10230,1453,9830,4241,paid_search,competitor_kw,,android,Jakarta Barat,Griyand Tower 8F,5.7,saver,2024-01-15 16:42:42,2024-01-15 17:02:42,2024-01-15 17:08:42,2024-01-15 17:25:42,delivered,,114000.0,0
100034,10232,1317,8953,3870,referral,ref_influencer,,ios,Jakarta Barat,Kos Nomadik Blok A,8.5,saver,2024-06-03 17:21:45,2024-06-03 17:39:45,2024-06-03 17:44:45,2024-06-03 18:07:45,delivered,,132000.0,0
100035,10233,1189,2654,5033,referral,ref_influencer,INFLUENCER15,ios,Bekasi,Marketo Hub Lt.4,11.0,priority,2024-01-02 18:03:55,2024-01-02 18:32:55,2024-01-02 18:40:55,2024-01-02 18:50:55,delivered,,75000.0,11000.0
100036,10237,1241,2235,7209,referral,ref_friend_program,,android,Jakarta Timur,Urbanio Flat 5C,0.8,regular,2024-04-11 13:22:46,2024-04-11 13:43:46,2024-04-11 13:45:46,2024-04-11 13:54:46,delivered,,377000.0,0
100037,10241,1193,9727,9327,referral,ref_influencer,,android,Jakarta Pusat,Mall Grandio Loker G1,2.3,priority,2024-04-19 20:16:47,2024-04-19 20:34:47,2024-04-19 20:38:47,2024-04-19 20:44:47,delivered,,132000.0,0
100038,10243,1421,2654,8811,organic,,,android,Jakarta Selatan,Blok Metropol D-08,1.2,saver,2024-04-10 12:11:13,2024-04-10 12:20:13,2024-04-10 12:27:13,2024-04-10 12:59:13,delivered,,148000.0,0
100039,10245,1567,2824,3414,organic,,,web,Bekasi,Mall Grandio Loker G1,4.3,priority,2024-02-01 18:08:39,2024-02-01 18:23:39,2024-02-01 18:26:39,2024-02-01 18:35:39,delivered,,368000.0,0
100040,10248,1111,2604,4585,organic,,,ios,Jakarta Selatan,Ruko Nexus No.19,1.0,regular,2024-03-24 17:39:53,2024-03-24 18:01:53,2024-03-24 18:08:53,2024-03-24 18:18:53,delivered,,395000.0,0
100041,10249,1019,2654,1634,paid_social,tiktok_mar,,android,Depok,Apartemen Residenz B-12,3.2,regular,2024-06-04 21:27:40,2024-06-04 21:42:40,2024-06-04 21:49:40,2024-06-04 22:02:40,delivered,,517000.0,0
100042,10287,1551,4733,4846,organic,,,android,Jakarta Pusat,Citadel Suites 3B,0.6,regular,2024-02-17 19:55:44,2024-02-17 20:12:44,2024-02-17 20:14:44,2024-02-17 20:55:44,delivered,,55000.0,0
100043,10304,1374,7939,6421,organic,,,android,Bekasi,Citadel Suites 3B,8.2,saver,2024-04-19 12:37:35,2024-04-19 12:58:35,2024-04-19 13:04:35,2024-04-19 13:32:35,delivered,,481000.0,0
100044,10305,1786,5315,6460,promo,promo_jan_newyear,NEWYEAR25,android,Tangerang,Kos Urbanest Lt.2,8.6,saver,2024-06-24 14:06:54,2024-06-24 14:17:54,2024-06-24 14:19:54,2024-06-24 14:37:54,delivered,,208000.0,52000.0
100045,10308,1604,6038,2442,referral,ref_friend_program,FRIENDREF,android,Tangerang,Mall Grandio Loker G1,2.7,priority,2024-05-15 18:19:02,2024-05-15 18:39:02,2024-05-15 18:41:02,2024-05-15 18:48:02,delivered,,339000.0,51000.0
100046,10315,1238,1188,6491,organic,,,android,Bekasi,Urbanio Flat 5C,1.7,regular,2024-04-21 18:11:50,2024-04-21 18:24:50,2024-04-21 18:26:50,2024-04-21 18:46:50,delivered,,84000.0,0
100047,10330,1169,4752,5325,organic,,,android,Bekasi,Dropbox Urbanio G2,1.0,saver,2024-01-14 18:44:08,2024-01-14 19:03:08,2024-01-14 19:06:08,2024-01-14 19:29:08,delivered,,404000.0,0
100048,10332,1514,2790,2612,referral,ref_friend_program,,ios,Jakarta Barat,Ruko Shopville No.34,6.2,regular,2024-05-13 00:02:57,2024-05-13 00:10:57,2024-05-13 00:17:57,2024-05-13 00:37:57,delivered,,115000.0,0
100049,10339,1056,3705,8253,paid_search,brand_kw_jan,,ios,Jakarta Utara,Skybridge Condo 2A,0.7,priority,2024-01-24 20:25:20,2024-01-24 20:44:20,2024-01-24 20:46:20,2024-01-24 20:58:20,delivered,,175000.0,0
100050,10345,1431,6413,9375,paid_social,tiktok_mar,,android,Jakarta Selatan,Grandioso Mall Loker,0.9,priority,2024-02-24 14:53:21,2024-02-24 15:18:21,2024-02-24 15:24:21,2024-02-24 15:35:21,delivered,,249000.0,0
100051,10347,1163,4733,9375,paid_social,ig_story_feb,,ios,Jakarta Utara,Vivo Residences 11F,3.9,regular,2024-03-23 13:09:31,2024-03-23 13:22:31,,,failed,restaurant_closed,164000.0,0
100052,10351,1760,1106,7389,paid_search,competitor_kw,,ios,Jakarta Selatan,Kos Tranquilo No.7,5.9,regular,2024-03-06 10:15:12,2024-03-06 10:34:12,2024-03-06 10:41:12,2024-03-06 10:56:12,delivered,,323000.0,0
100053,10354,1440,6977,2832,paid_social,ig_story_feb,,android,Jakarta Barat,Kos Nomadik Blok A,11.4,regular,2024-02-17 18:18:50,2024-02-17 18:35:50,2024-02-17 18:39:50,2024-02-17 18:50:50,delivered,,204000.0,0
100054,10356,1017,7118,2832,organic,,,android,Jakarta Selatan,Apartemen Residenz B-12,10.0,priority,2024-01-18 22:10:44,2024-01-18 22:35:44,2024-01-18 22:43:44,2024-01-18 22:48:44,delivered,,424000.0,0
100055,10358,1247,2654,2419,promo,promo_feb_valentine,LOVE20,ios,Jakarta Pusat,Plex Office Blk C,9.9,priority,2024-05-27 22:46:06,2024-05-27 23:00:06,2024-05-27 23:05:06,2024-05-27 23:23:06,delivered,,174000.0,35000.0
100056,10360,1544,4733,1878,organic,,,android,Jakarta Selatan,Kos Nomadik Blok A,6.2,regular,2024-04-25 18:20:09,2024-04-25 18:26:09,2024-04-25 18:32:09,2024-04-25 18:44:09,delivered,,30000.0,0
100057,10370,1302,8973,5325,paid_social,tiktok_mar,,android,Depok,Apartemen Residenz B-12,5.9,regular,2024-01-04 21:06:38,2024-01-04 21:25:38,2024-01-04 22:08:38,2024-01-04 22:18:38,delivered,,471000.0,0
100058,10377,1632,8433,4571,referral,ref_influencer,,ios,Depok,Mall Grandio Loker G1,0.8,saver,2024-02-01 20:13:33,2024-02-01 20:31:33,2024-02-01 20:36:33,,cancelled,customer_cancelled,600000.0,0
100059,10378,1179,2790,2169,paid_search,brand_kw_feb,,web,Bekasi,Mall Grandio Loker G1,8.5,regular,2024-06-16 11:26:58,2024-06-16 11:51:58,2024-06-16 11:56:58,2024-06-16 12:09:58,delivered,,172000.0,0
100060,10383,1450,9727,9375,paid_search,brand_kw_feb,,android,Jakarta Barat,Kos Nomadik Blok A,6.3,saver,2024-04-19 19:59:13,2024-04-19 20:07:13,2024-04-19 20:12:13,2024-04-19 20:46:13,delivered,,122000.0,0
100061,10386,1201,2824,4443,promo,promo_jan_newyear,NEWYEAR25,android,Jakarta Selatan,Pavilion Stay B-6,7.0,regular,2024-05-16 19:47:09,2024-05-16 19:58:09,2024-05-16 20:01:09,2024-05-16 20:13:09,delivered,,20000.0,5000.0
100062,10395,1391,2519,5543,paid_search,competitor_kw,,ios,Jakarta Utara,Skybridge Condo 2A,10.1,regular,2024-04-29 14:12:02,2024-04-29 14:21:02,2024-04-29 14:27:02,2024-04-29 14:43:02,delivered,,280000.0,0
100063,10429,1782,7916,8253,organic,,,web,Bekasi,Vista Arcade Lt.3,8.8,saver,2024-05-19 10:31:38,2024-05-19 10:51:38,2024-05-19 10:53:38,2024-05-19 11:15:38,delivered,,200000.0,0
100064,10430,1321,2424,5000,organic,,,ios,Depok,Citadel Suites 3B,7.7,regular,2024-06-15 14:23:08,2024-06-15 14:45:08,2024-06-15 14:49:08,2024-06-15 15:05:08,delivered,,206000.0,0
100065,10432,1427,4752,2988,promo,promo_jan_newyear,,android,Depok,Grandioso Mall Loker,7.2,saver,2024-02-15 11:33:20,2024-02-15 11:55:20,2024-02-15 12:38:20,2024-02-15 13:05:20,delivered,,242000.0,0
100066,10440,1174,6155,4585,referral,ref_influencer,INFLUENCER15,ios,Tangerang,Kos Urbanest Lt.2,4.4,regular,2024-05-30 18:37:23,2024-05-30 18:45:23,2024-05-30 18:52:23,2024-05-30 19:01:23,delivered,,23000.0,3000.0
100067,10450,1342,2824,8616,promo,promo_ramadan,RAMADAN30,android,Jakarta Barat,Kos Urbanest Lt.2,5.9,priority,2024-01-14 09:22:24,2024-01-14 09:42:24,2024-01-14 09:47:24,2024-01-14 09:54:24,delivered,,242000.0,73000.0
100068,10457,1184,6413,7455,paid_search,brand_kw_feb,,ios,Tangerang,Skybridge Condo 2A,8.3,regular,2024-04-18 19:59:28,2024-04-18 20:11:28,2024-04-18 20:16:28,2024-04-18 20:29:28,delivered,,36000.0,0
100069,10460,1151,6155,8253,referral,ref_influencer,,android,Tangerang,Vivo Residences 11F,8.5,regular,2024-06-04 10:28:05,2024-06-04 11:03:05,2024-06-04 11:07:05,2024-06-04 11:15:05,delivered,,435000.0,0
100070,10464,1640,2790,8905,paid_search,brand_kw_feb,,android,Depok,Urbanio Flat 5C,6.8,saver,2024-05-29 12:42:57,2024-05-29 13:04:57,2024-05-29 13:33:57,2024-05-29 14:03:57,delivered,,661000.0,0
100071,10471,1408,3547,6421,referral,ref_influencer,INFLUENCER15,android,Jakarta Selatan,Ruko Shopville No.34,5.8,regular,2024-01-11 18:29:04,2024-01-11 18:48:04,2024-01-11 18:54:04,2024-01-11 19:06:04,delivered,,266000.0,40000.0
100072,10476,1409,7939,4114,referral,ref_friend_program,FRIENDREF,ios,Tangerang,Ruko Shopville No.34,10.9,regular,2024-06-09 10:24:29,2024-06-09 10:42:29,2024-06-09 10:46:29,2024-06-09 11:06:29,delivered,,253000.0,38000.0
100073,10483,1006,2235,5844,paid_search,brand_kw_feb,,android,Bekasi,Blok Metropol D-08,10.3,regular,2024-04-13 08:30:07,2024-04-13 08:42:07,2024-04-13 09:00:07,2024-04-13 09:14:07,delivered,,306000.0,0
100074,10487,1220,2424,6813,promo,promo_feb_valentine,,web,Depok,Skybridge Condo 2A,9.6,saver,2024-02-17 17:33:27,2024-02-17 17:53:27,2024-02-17 18:01:27,2024-02-17 18:20:27,delivered,,351000.0,0
100075,10489,1412,7201,4114,paid_search,competitor_kw,,ios,Bekasi,Plex Office Blk C,4.0,saver,2024-05-27 16:04:20,2024-05-27 16:13:20,2024-05-27 16:37:20,2024-05-27 16:56:20,delivered,,117000.0,0
100076,10500,1528,8517,2876,paid_social,ig_reel_jan,,android,Jakarta Timur,Mall Grandio Loker G1,7.2,regular,2024-02-03 11:18:32,2024-02-03 11:28:32,2024-02-03 11:30:32,2024-02-03 11:40:32,delivered,,54000.0,0
100077,10501,1493,8433,2169,referral,ref_friend_program,,android,Tangerang,Skybridge Condo 2A,9.3,priority,2024-05-03 18:16:06,2024-05-03 18:35:06,2024-05-03 18:38:06,2024-05-03 18:56:06,delivered,,178000.0,0
100078,10506,1165,6155,4630,promo,promo_jan_newyear,NEWYEAR25,ios,Jakarta Barat,Kos Nomadik Blok A,5.9,priority,2024-03-03 19:54:37,2024-03-03 20:04:37,2024-03-03 20:09:37,2024-03-03 20:27:37,delivered,,335000.0,84000.0
100079,10513,1260,9830,4613,paid_search,brand_kw_feb,,web,Jakarta Selatan,Vivo Residences 11F,4.1,regular,2024-04-01 18:26:07,2024-04-01 18:36:07,2024-04-01 18:58:07,2024-04-01 19:07:07,delivered,,483000.0,0
100080,10529,1098,8973,1634,organic,,,web,Jakarta Selatan,Dropbox Urbanio G2,2.5,regular,2024-02-13 07:36:48,2024-02-13 08:02:48,2024-02-13 08:04:48,2024-02-13 08:24:48,delivered,,114000.0,0
100081,10546,1397,7201,2638,promo,promo_ramadan,,ios,Jakarta Utara,Pavilion Stay B-6,10.3,regular,2024-04-25 14:47:36,2024-04-25 15:03:36,2024-04-25 15:08:36,2024-04-25 15:23:36,delivered,,182000.0,0
100082,10553,1458,8973,4978,paid_search,brand_kw_jan,,android,Tangerang,Apartemen Residenz B-12,2.1,priority,2024-05-01 17:48:52,2024-05-01 18:06:52,2024-05-01 18:12:52,2024-05-01 18:22:52,delivered,,733000.0,0
100083,10557,1640,1106,8622,paid_search,brand_kw_jan,,android,Jakarta Selatan,Ruko Shopville No.34,9.8,regular,2024-01-03 07:22:32,2024-01-03 07:30:32,2024-01-03 07:32:32,2024-01-03 07:42:32,delivered,,71000.0,0
100084,10559,1143,5371,8119,paid_search,competitor_kw,,android,Jakarta Pusat,Ruko Shopville No.34,2.5,regular,2024-02-21 09:14:59,2024-02-21 09:35:59,2024-02-21 09:43:59,2024-02-21 09:54:59,delivered,,92000.0,0
100085,10561,1166,9348,7209,paid_social,tiktok_mar,,ios,Jakarta Utara,Cozy Nest Kos No.3,4.1,regular,2024-01-17 08:08:45,2024-01-17 08:31:45,2024-01-17 08:35:45,2024-01-17 08:57:45,delivered,,106000.0,0
100086,10563,1678,5889,8195,paid_search,competitor_kw,,android,Tangerang,Kos Urbanest Lt.2,1.3,priority,2024-02-14 11:40:12,2024-02-14 11:56:12,2024-02-14 12:33:12,2024-02-14 12:48:12,delivered,,358000.0,0
100087,10568,1328,3286,9565,paid_search,competitor_kw,,android,Jakarta Barat,Grandioso Mall Loker,1.4,regular,2024-05-04 17:41:47,2024-05-04 17:52:47,2024-05-04 17:56:47,2024-05-04 18:11:47,delivered,,246000.0,0
100088,10569,1018,4119,9117,referral,ref_influencer,,android,Jakarta Barat,Cozy Nest Kos No.3,1.2,regular,2024-02-01 08:58:23,2024-02-01 09:28:23,2024-02-01 09:32:23,2024-02-01 09:45:23,delivered,,93000.0,0
100089,10572,1650,7916,5844,promo,promo_jan_newyear,NEWYEAR25,android,Tangerang,Griyand Tower 8F,11.0,priority,2024-06-20 19:05:05,2024-06-20 19:18:05,2024-06-20 19:23:05,2024-06-20 19:29:05,delivered,,270000.0,68000.0
100090,10592,1733,9837,8119,organic,,,android,Jakarta Pusat,Dropbox Urbanio G2,5.0,regular,2024-06-10 10:33:38,2024-06-10 10:50:38,2024-06-10 10:53:38,2024-06-10 11:15:38,delivered,,69000.0,0
100091,10593,1704,7939,7818,promo,promo_jan_newyear,NEWYEAR25,android,Tangerang,Blok Metropol D-08,6.2,regular,2024-02-09 09:16:17,2024-02-09 09:23:17,2024-02-09 09:27:17,2024-02-09 09:49:17,delivered,,482000.0,120000.0
100092,10609,1247,7939,8253,organic,,,web,Jakarta Utara,Marketo Hub Lt.4,9.8,saver,2024-02-29 14:44:04,2024-02-29 15:07:04,2024-02-29 15:15:04,2024-02-29 15:50:04,delivered,,234000.0,0
100093,10615,1301,4470,9117,organic,,,android,Jakarta Utara,Kos Urbanest Lt.2,3.6,priority,2024-02-06 20:20:31,2024-02-06 20:38:31,2024-02-06 20:41:31,2024-02-06 20:54:31,delivered,,204000.0,0
100094,10619,1592,6977,6111,paid_search,competitor_kw,,web,Tangerang,Mall Grandio Loker G1,5.7,saver,2024-04-13 15:36:36,2024-04-13 15:49:36,2024-04-13 15:54:36,2024-04-13 16:19:36,delivered,,103000.0,0
100095,10621,1491,2084,7455,organic,,,android,Depok,Vista Arcade Lt.3,7.2,priority,2024-01-18 18:25:00,2024-01-18 18:39:00,2024-01-18 18:46:00,2024-01-18 19:02:00,delivered,,551000.0,0
100096,10627,1059,4470,3471,promo,promo_ramadan,RAMADAN30,android,Tangerang,Ruko Shopville No.34,1.7,regular,2024-04-21 19:55:55,2024-04-21 20:16:55,2024-04-21 20:21:55,2024-04-21 20:31:55,delivered,,260000.0,78000.0
100097,10629,1503,6155,8251,referral,ref_friend_program,FRIENDREF,ios,Bekasi,Urbanio Flat 5C,5.3,regular,2024-01-28 15:42:00,2024-01-28 15:50:00,2024-01-28 15:52:00,2024-01-28 16:07:00,delivered,,124000.0,19000.0
100098,10650,1674,2290,7267,paid_social,tiktok_mar,,ios,Jakarta Utara,Ruko Shopville No.34,4.3,saver,2024-03-17 11:00:50,2024-03-17 11:18:50,2024-03-17 11:21:50,,cancelled,driver_cancelled,60000.0,0
100099,10655,1532,7396,2988,referral,ref_influencer,INFLUENCER15,android,Bekasi,Marketo Hub Lt.4,2.5,priority,2024-06-23 15:32:28,2024-06-23 15:46:28,2024-06-23 15:51:28,2024-06-23 16:10:28,delivered,,394000.0,59000.0
100100,10665,1586,1241,1423,referral,ref_friend_program,,android,Jakarta Pusat,Ruko Shopville No.34,10.1,regular,2024-01-06 15:15:19,2024-01-06 15:28:19,2024-01-06 15:35:19,2024-01-06 15:56:19,delivered,,201000.0,0
100101,10669,1238,7201,2625,referral,ref_friend_program,FRIENDREF,android,Jakarta Barat,Grandioso Mall Loker,8.8,regular,2024-02-02 15:01:56,2024-02-02 15:24:56,2024-02-02 15:31:56,2024-02-02 15:39:56,delivered,,272000.0,41000.0
100102,10671,1517,4811,8811,promo,promo_feb_valentine,LOVE20,android,Jakarta Pusat,Vivo Residences 11F,4.8,regular,2024-06-14 16:51:51,2024-06-14 17:06:51,2024-06-14 17:11:51,2024-06-14 17:25:51,delivered,,153000.0,31000.0
100103,10676,1163,2612,8251,organic,,,android,Jakarta Utara,Apartemen Residenz B-12,2.6,saver,2024-01-06 15:00:09,2024-01-06 15:13:09,2024-01-06 15:21:09,2024-01-06 15:40:09,delivered,,135000.0,0
100104,10677,1749,2654,6439,promo,promo_ramadan,,android,Jakarta Selatan,Dropbox Urbanio G2,4.1,regular,2024-01-28 18:18:55,2024-01-28 18:34:55,2024-01-28 18:37:55,2024-01-28 18:54:55,delivered,,346000.0,0
100105,10684,1044,2796,2341,promo,promo_feb_valentine,,android,Bekasi,Ruko Shopville No.34,9.9,saver,2024-04-03 07:51:44,2024-04-03 08:02:44,2024-04-03 08:10:44,2024-04-03 08:29:44,delivered,,409000.0,0
100106,10685,1538,8668,2638,organic,,,android,Jakarta Barat,Ruko Nexus No.19,7.6,priority,2024-03-08 16:50:32,2024-03-08 17:03:32,2024-03-08 17:07:32,2024-03-08 17:25:32,delivered,,276000.0,0
100107,10689,1800,6155,9595,promo,promo_jan_newyear,,ios,Jakarta Pusat,Vivo Residences 11F,6.5,saver,2024-02-27 16:52:38,2024-02-27 17:14:38,,,failed,driver_cancelled,454000.0,0
100108,10701,1001,4811,2442,organic,,,ios,Jakarta Pusat,Dropbox Urbanio G2,4.2,saver,2024-04-07 10:18:03,2024-04-07 10:32:03,2024-04-07 10:35:03,2024-04-07 11:07:03,delivered,,206000.0,0
100109,10706,1415,5371,5847,referral,ref_influencer,,ios,Depok,Marketo Hub Lt.4,5.2,priority,2024-05-12 11:58:18,2024-05-12 12:37:18,2024-05-12 12:39:18,2024-05-12 12:52:18,delivered,,204000.0,0
100110,10710,1184,9727,5901,referral,ref_friend_program,,ios,Depok,Cozy Nest Kos No.3,8.8,regular,2024-03-01 19:33:05,2024-03-01 19:53:05,2024-03-01 19:57:05,2024-03-01 20:15:05,delivered,,141000.0,0
100111,10736,1242,2084,6491,referral,ref_influencer,,ios,Jakarta Pusat,Dropbox Urbanio G2,4.3,saver,2024-05-21 11:18:46,2024-05-21 11:38:46,2024-05-21 11:43:46,2024-05-21 12:13:46,delivered,,271000.0,0
100112,10737,1029,5371,7389,organic,,,android,Jakarta Timur,Ruko Nexus No.19,8.2,regular,2024-06-21 10:12:28,2024-06-21 10:24:28,2024-06-21 10:31:28,2024-06-21 10:40:28,delivered,,195000.0,0
100113,10745,1712,3286,7745,organic,,,ios,Tangerang,Apartemen Residenz B-12,5.4,saver,2024-05-29 22:56:12,2024-05-29 23:11:12,2024-05-29 23:16:12,2024-05-29 23:39:12,delivered,,177000.0,0
