session_id,user_id,channel,campaign,device,city,session_start_at
10048,1680,paid_search,brand_kw_jan,android,Jakarta Barat,2024-04-01 17:55:00
10049,1468,paid_social,ig_reel_jan,web,Jakarta Barat,2024-06-10 20:33:00
10050,1001,paid_search,brand_kw_feb,android,Jakarta Barat,2024-05-13 11:22:00
10051,1168,referral,ref_influencer,android,Bekasi,2024-06-14 19:53:00
10052,1475,paid_search,brand_kw_feb,ios,Depok,2024-06-27 08:21:00
10053,1257,organic,,android,Depok,2024-04-07 07:07:00
10054,1753,paid_search,brand_kw_feb,android,Jakarta Selatan,2024-01-25 23:42:00
10055,1044,paid_social,ig_story_feb,web,Jakarta Barat,2024-05-20 23:07:00
10056,1172,organic,,android,Bekasi,2024-03-11 10:25:00
10057,1512,paid_social,ig_reel_jan,android,Jakarta Pusat,2024-01-24 17:59:00
10058,1239,organic,,ios,Jakarta Pusat,2024-03-22 18:51:00
10059,1041,organic,,android,Jakarta Barat,2024-05-04 21:35:00
10060,1270,promo,promo_jan_newyear,android,Jakarta Barat,2024-05-18 18:29:00
10061,1736,paid_social,tiktok_mar,android,Tangerang,2024-01-19 07:59:00
10062,1762,promo,promo_jan_newyear,android,Jakarta Selatan,2024-04-16 18:50:00
10063,1222,organic,,ios,Jakarta Utara,2024-05-12 10:06:00
10064,1572,organic,,ios,Jakarta Barat,2024-04-16 10:49:00
10065,1564,referral,ref_influencer,ios,Jakarta Barat,2024-04-12 23:21:00
10066,1423,paid_search,brand_kw_feb,web,Tangerang,2024-06-11 20:52:00
10067,1464,paid_social,ig_reel_jan,android,Jakarta Utara,2024-04-24 19:00:00
10068,1228,paid_social,tiktok_mar,android,Jakarta Utara,2024-02-24 17:01:00
10069,1142,referral,ref_friend_program,android,Depok,2024-03-08 18:56:00
10070,1591,organic,,ios,Jakarta Utara,2024-04-07 09:49:00
10071,1537,organic,,ios,Bekasi,2024-01-11 17:34:00
10072,1152,referral,ref_friend_program,android,Jakarta Utara,2024-02-03 17:05:00
10073,1452,organic,,ios,Depok,2024-01-12 14:12:00
10074,1152,promo,promo_jan_newyear,ios,Jakarta Timur,2024-03-14 07:21:00
10075,1685,organic,,android,Jakarta Barat,2024-01-05 19:37:00
10076,1671,organic,,android,Jakarta Utara,2024-01-03 09:24:00
10077,1390,paid_social,ig_reel_jan,android,Bekasi,2024-05-10 10:57:00
10078,1543,organic,,ios,Jakarta Selatan,2024-03-19 17:31:00
10079,1350,promo,promo_jan_newyear,web,Jakarta Utara,2024-04-10 11:05:00
10080,1653,paid_search,brand_kw_feb,web,Jakarta Utara,2024-03-11 11:49:00
10081,1027,paid_social,tiktok_mar,android,Jakarta Timur,2024-04-01 09:44:00
10082,1044,promo,promo_jan_newyear,android,Depok,2024-03-03 23:34:00
10083,1056,referral,ref_influencer,android,Bekasi,2024-06-25 23:57:00
10084,1317,organic,,android,Jakarta Selatan,2024-04-24 16:40:00
10085,1557,organic,,android,Depok,2024-01-02 22:15:00
10086,1038,referral,ref_friend_program,android,Jakarta Selatan,2024-02-07 08:42:00
10087,1768,organic,,ios,Jakarta Barat,2024-05-28 18:59:00
10088,1282,referral,ref_friend_program,android,Jakarta Barat,2024-03-25 23:26:00
10089,1630,organic,,android,Tangerang,2024-05-24 22:33:00
10090,1037,organic,,web,Depok,2024-06-14 11:30:00
10091,1058,paid_social,ig_story_feb,android,Bekasi,2024-05-13 16:36:00
10092,1032,promo,promo_feb_valentine,android,Jakarta Barat,2024-03-27 19:40:00
10093,1323,paid_search,competitor_kw,android,Jakarta Utara,2024-01-09 15:26:00
10094,1496,paid_search,brand_kw_jan,ios,Jakarta Barat,2024-05-14 16:49:00
10095,1731,referral,ref_friend_program,android,Jakarta Selatan,2024-05-13 10:00:00
10096,1785,paid_social,ig_reel_jan,android,Jakarta Selatan,2024-06-17 16:01:00
10097,1792,organic,,android,Jakarta Utara,2024-04-22 10:17:00
10098,1203,paid_social,tiktok_mar,ios,Tangerang,2024-06-20 09:59:00
10099,1728,organic,,android,Jakarta Utara,2024-04-29 22:14:00
10100,1473,paid_search,brand_kw_jan,android,Jakarta Pusat,2024-02-13 16:49:00
10101,1494,paid_search,brand_kw_feb,android,Jakarta Timur,2024-04-08 09:21:00
10102,1242,referral,ref_influencer,ios,Tangerang,2024-02-14 09:47:00
10103,1302,organic,,ios,Bekasi,2024-01-16 18:57:00
10104,1466,referral,ref_influencer,ios,Bekasi,2024-05-10 20:35:00
10105,1012,paid_social,tiktok_mar,android,Tangerang,2024-04-30 21:32:00
10106,1037,paid_search,brand_kw_feb,web,Jakarta Utara,2024-06-26 16:46:00
10107,1285,organic,,android,Jakarta Pusat,2024-03-05 11:39:00
10108,1718,referral,ref_influencer,android,Jakarta Barat,2024-03-01 22:11:00
10109,1771,paid_search,brand_kw_jan,web,Jakarta Barat,2024-04-15 19:15:00
10110,1119,organic,,android,Jakarta Utara,2024-01-14 12:29:00
10111,1013,promo,promo_feb_valentine,android,Jakarta Selatan,2024-04-15 10:33:00
10112,1134,paid_social,tiktok_mar,web,Jakarta Pusat,2024-04-06 12:57:00
10113,1064,paid_social,ig_story_feb,android,Jakarta Pusat,2024-04-07 19:21:00
10114,1706,referral,ref_friend_program,android,Jakarta Selatan,2024-05-03 10:36:00
10115,1677,organic,,android,Jakarta Selatan,2024-02-18 16:44:00
10116,1144,paid_search,brand_kw_jan,ios,Depok,2024-01-10 13:01:00
10117,1461,paid_search,brand_kw_jan,ios,Jakarta Utara,2024-01-05 08:21:00
10118,1550,paid_search,brand_kw_jan,ios,Depok,2024-02-08 14:59:00
10119,1066,referral,ref_friend_program,android,Jakarta Barat,2024-01-28 10:31:00
10120,1281,referral,ref_friend_program,ios,Tangerang,2024-02-06 20:10:00
10121,1092,organic,,android,Jakarta Selatan,2024-06-15 16:26:00
10122,1422,paid_social,ig_reel_jan,android,Jakarta Utara,2024-03-02 12:39:00
10123,1642,organic,,ios,Jakarta Timur,2024-06-17 13:17:00
10124,1045,paid_social,ig_story_feb,android,Jakarta Barat,2024-01-14 18:18:00
10125,1119,promo,promo_jan_newyear,android,Jakarta Selatan,2024-01-19 14:46:00
10126,1423,organic,,android,Jakarta Pusat,2024-02-21 19:57:00
10127,1383,organic,,android,Depok,2024-02-04 21:46:00
10128,1114,organic,,android,Jakarta Selatan,2024-04-29 21:26:00
10129,1535,paid_social,tiktok_mar,web,Jakarta Timur,2024-05-05 13:37:00
10130,1752,promo,promo_feb_valentine,web,Jakarta Selatan,2024-05-09 08:27:00
10131,1772,paid_social,ig_reel_jan,android,Jakarta Timur,2024-01-04 20:13:00
10132,1057,referral,ref_friend_program,ios,Tangerang,2024-05-11 18:56:00
10133,1434,organic,,android,Jakarta Utara,2024-03-11 08:04:00
10134,1238,referral,ref_friend_program,android,Jakarta Pusat,2024-05-13 17:26:00
10135,1581,paid_search,competitor_kw,ios,Depok,2024-02-03 16:10:00
10136,1165,organic,,android,Jakarta Barat,2024-05-17 16:11:00
10137,1043,paid_social,tiktok_mar,ios,Jakarta Barat,2024-03-22 11:28:00
10138,1125,organic,,android,Jakarta Barat,2024-01-07 19:59:00
10139,1303,promo,promo_jan_newyear,android,Tangerang,2024-05-01 16:48:00
10140,1042,organic,,android,Jakarta Pusat,2024-02-05 10:19:00
10141,1228,paid_search,brand_kw_jan,android,Jakarta Timur,2024-03-12 13:01:00
10142,1620,promo,promo_ramadan,android,Depok,2024-05-10 08:58:00
10143,1296,organic,,ios,Bekasi,2024-02-11 20:46:00
10144,1280,paid_social,ig_story_feb,android,Bekasi,2024-04-16 12:35:00
10145,1044,organic,,ios,Jakarta Utara,2024-03-18 16:31:00
10146,1644,organic,,ios,Bekasi,2024-06-24 22:44:00
10147,1139,organic,,android,Depok,2024-04-01 12:03:00
10148,1785,promo,promo_jan_newyear,android,Jakarta Pusat,2024-06-09 12:48:00
10149,1594,paid_social,ig_story_feb,android,Tangerang,2024-03-31 11:00:00
10150,1079,paid_social,tiktok_mar,ios,Jakarta Pusat,2024-01-30 11:59:00
10151,1122,paid_social,ig_story_feb,android,Jakarta Utara,2024-02-26 11:54:00
10152,1260,organic,,android,Jakarta Selatan,2024-01-12 09:19:00
10153,1070,paid_search,brand_kw_jan,ios,Jakarta Timur,2024-01-26 07:33:00
10154,1517,organic,,web,Jakarta Pusat,2024-05-01 18:44:00
10155,1234,organic,,web,Bekasi,2024-04-14 10:48:00
10156,1712,paid_social,tiktok_mar,android,Jakarta Barat,2024-05-31 10:47:00
10157,1435,organic,,android,Bekasi,2024-05-07 15:48:00
10158,1524,organic,,android,Bekasi,2024-03-12 11:49:00
10159,1323,referral,ref_influencer,ios,Jakarta Pusat,2024-04-06 21:29:00
10160,1058,paid_search,brand_kw_feb,android,Tangerang,2024-06-18 14:15:00
10161,1021,promo,promo_jan_newyear,ios,Jakarta Pusat,2024-05-17 17:02:00
10162,1280,referral,ref_friend_program,ios,Jakarta Pusat,2024-01-18 23:30:00
10163,1553,paid_social,ig_story_feb,android,Jakarta Utara,2024-03-21 13:26:00
10164,1529,paid_social,tiktok_mar,android,Jakarta Selatan,2024-02-17 22:13:00
10165,1374,organic,,web,Jakarta Selatan,2024-04-28 11:15:00
10166,1423,referral,ref_influencer,android,Jakarta Pusat,2024-03-09 16:41:00
10167,1093,referral,ref_friend_program,android,Jakarta Utara,2024-03-01 10:49:00
10168,1282,referral,ref_influencer,android,Jakarta Pusat,2024-04-22 20:16:00
10169,1022,promo,promo_jan_newyear,android,Tangerang,2024-06-14 08:53:00
10170,1718,organic,,android,Bekasi,2024-04-02 10:34:00
10171,1775,paid_search,brand_kw_feb,web,Jakarta Utara,2024-03-01 16:13:00
10172,1799,referral,ref_influencer,ios,Jakarta Utara,2024-05-05 22:47:00
10173,1361,promo,promo_jan_newyear,ios,Jakarta Utara,2024-04-17 17:29:00
10174,1085,organic,,android,Jakarta Utara,2024-01-29 12:15:00
10175,1753,referral,ref_influencer,ios,Tangerang,2024-02-04 15:11:00
10176,1585,organic,,android,Bekasi,2024-02-27 07:01:00
10177,1173,paid_social,ig_reel_jan,web,Jakarta Timur,2024-01-13 19:39:00
10178,1273,referral,ref_influencer,android,Jakarta Timur,2024-03-14 22:24:00
10179,1517,paid_search,brand_kw_feb,web,Jakarta Selatan,2024-06-07 19:19:00
10180,1505,organic,,ios,Jakarta Utara,2024-03-27 21:08:00
10181,1288,organic,,android,Jakarta Barat,2024-04-02 20:18:00
10182,1188,organic,,android,Jakarta Barat,2024-01-10 22:16:00
10183,1096,paid_social,ig_story_feb,android,Jakarta Barat,2024-02-22 16:11:00
10184,1585,referral,ref_friend_program,ios,Jakarta Selatan,2024-02-16 20:58:00
10185,1276,organic,,android,Depok,2024-06-01 07:21:00
10186,1050,promo,promo_feb_valentine,web,Jakarta Barat,2024-06-13 16:20:00
10187,1246,paid_social,tiktok_mar,android,Bekasi,2024-04-12 09:01:00
10188,1525,promo,promo_ramadan,android,Jakarta Pusat,2024-02-21 22:28:00
10189,1540,paid_social,tiktok_mar,ios,Jakarta Barat,2024-06-10 23:05:00
10190,1565,paid_search,brand_kw_jan,android,Jakarta Utara,2024-01-20 08:32:00
10191,1047,organic,,android,Jakarta Barat,2024-01-22 20:56:00
10192,1619,organic,,android,Jakarta Pusat,2024-03-07 10:27:00
10193,1433,referral,ref_friend_program,android,Depok,2024-01-06 10:10:00
10194,1207,paid_search,brand_kw_feb,android,Depok,2024-03-16 19:03:00
10195,1410,referral,ref_influencer,ios,Jakarta Utara,2024-05-04 23:37:00
10196,1433,promo,promo_feb_valentine,android,Jakarta Selatan,2024-05-27 17:35:00
10197,1368,promo,promo_feb_valentine,android,Jakarta Selatan,2024-03-07 18:43:00
10198,1707,referral,ref_friend_program,ios,Jakarta Utara,2024-05-11 10:45:00
10199,1043,promo,promo_jan_newyear,web,Jakarta Pusat,2024-05-09 10:10:00
10200,1102,organic,,ios,Depok,2024-02-09 18:21:00
10201,1382,organic,,android,Jakarta Barat,2024-04-16 18:40:00
10202,1420,paid_social,ig_reel_jan,android,Bekasi,2024-04-27 23:50:00
10203,1791,referral,ref_friend_program,android,Tangerang,2024-02-12 20:03:00
10204,1698,paid_social,tiktok_mar,android,Jakarta Utara,2024-06-28 16:46:00
10205,1457,organic,,web,Jakarta Barat,2024-06-13 13:56:00
10206,1309,paid_search,brand_kw_feb,ios,Bekasi,2024-01-22 08:34:00
10207,1524,promo,promo_ramadan,web,Jakarta Utara,2024-05-21 16:33:00
10208,1292,promo,promo_ramadan,android,Jakarta Timur,2024-06-19 11:45:00
10209,1488,referral,ref_friend_program,android,Bekasi,2024-02-24 21:04:00
10210,1148,paid_social,ig_story_feb,ios,Bekasi,2024-05-09 11:31:00
10211,1419,promo,promo_feb_valentine,web,Jakarta Pusat,2024-01-29 10:23:00
10212,1405,promo,promo_feb_valentine,android,Bekasi,2024-03-27 08:42:00
10213,1127,paid_social,ig_reel_jan,ios,Jakarta Utara,2024-06-13 09:12:00
10214,1545,referral,ref_friend_program,ios,Jakarta Selatan,2024-02-16 07:17:00
10215,1124,paid_search,brand_kw_feb,android,Tangerang,2024-01-14 13:15:00
10216,1326,paid_search,competitor_kw,android,Jakarta Pusat,2024-04-28 20:04:00
10217,1569,promo,promo_jan_newyear,android,Jakarta Pusat,2024-06-15 11:19:00
10218,1569,organic,,ios,Bekasi,2024-04-25 08:00:00
10219,1494,paid_social,tiktok_mar,web,Jakarta Selatan,2024-03-10 15:53:00
10220,1405,organic,,android,Jakarta Pusat,2024-06-27 10:53:00
10221,1351,promo,promo_jan_newyear,ios,Tangerang,2024-06-11 15:48:00
10222,1380,paid_search,brand_kw_jan,ios,Jakarta Selatan,2024-02-19 21:00:00
10223,1641,paid_social,tiktok_mar,android,Jakarta Pusat,2024-03-18 14:14:00
10224,1654,organic,,web,Jakarta Timur,2024-04-11 10:55:00
10225,1710,referral,ref_influencer,android,Jakarta Selatan,2024-06-22 15:43:00
10226,1697,organic,,android,Bekasi,2024-05-12 21:31:00
10227,1586,paid_social,ig_story_feb,android,Jakarta Timur,2024-01-07 14:44:00
10228,1443,organic,,android,Jakarta Pusat,2024-01-07 17:53:00
10229,1641,paid_search,brand_kw_jan,web,Depok,2024-04-24 10:05:00
10230,1453,paid_search,competitor_kw,android,Jakarta Barat,2024-01-15 16:39:00
10231,1046,paid_search,competitor_kw,android,Jakarta Timur,2024-01-16 11:19:00
10232,1317,referral,ref_influencer,ios,Jakarta Barat,2024-06-03 17:18:00
10233,1189,referral,ref_influencer,ios,Bekasi,2024-01-02 18:00:00
10234,1134,promo,promo_ramadan,ios,Jakarta Pusat,2024-02-18 13:34:00
10235,1521,paid_search,brand_kw_jan,ios,Jakarta Utara,2024-05-29 22:13:00
10236,1661,referral,ref_friend_program,android,Bekasi,2024-05-10 18:31:00
10237,1241,referral,ref_friend_program,android,Jakarta Timur,2024-04-11 13:19:00
10238,1764,organic,,android,Tangerang,2024-06-23 15:12:00
10239,1307,promo,promo_ramadan,ios,Jakarta Utara,2024-03-13 18:50:00
10240,1234,referral,ref_friend_program,android,Jakarta Barat,2024-02-28 13:30:00
10241,1193,referral,ref_influencer,android,Jakarta Pusat,2024-04-19 20:13:00
10242,1204,paid_social,ig_reel_jan,android,Depok,2024-01-18 19:18:00
10243,1421,organic,,android,Jakarta Selatan,2024-04-10 12:07:00
10244,1184,referral,ref_influencer,android,Jakarta Barat,2024-06-07 20:29:00
10245,1567,organic,,web,Bekasi,2024-02-01 18:04:00
10246,1158,referral,ref_friend_program,android,Jakarta Selatan,2024-04-22 18:11:00
10247,1316,paid_social,ig_story_feb,ios,Jakarta Pusat,2024-04-23 08:38:00
10248,1111,organic,,ios,Jakarta Selatan,2024-03-24 17:35:00
10249,1019,paid_social,tiktok_mar,android,Depok,2024-06-04 21:24:00
10250,1713,organic,,web,Jakarta Timur,2024-02-26 19:33:00
10251,1145,organic,,android,Jakarta Timur,2024-02-22 11:05:00
10252,1319,promo,promo_jan_newyear,android,Bekasi,2024-02-12 13:15:00
10253,1172,organic,,android,Tangerang,2024-04-30 21:27:00
10254,1308,organic,,android,Jakarta Pusat,2024-06-01 11:35:00
10255,1426,organic,,android,Tangerang,2024-04-11 18:24:00
10256,1580,organic,,web,Jakarta Pusat,2024-02-11 13:48:00
10257,1378,referral,ref_influencer,android,Depok,2024-06-27 08:41:00
10258,1693,organic,,web,Tangerang,2024-01-08 11:16:00
10259,1394,referral,ref_friend_program,android,Jakarta Pusat,2024-04-11 09:33:00
10260,1546,organic,,android,Jakarta Utara,2024-06-17 19:37:00
10261,1276,promo,promo_jan_newyear,android,Tangerang,2024-02-23 19:44:00
10262,1671,organic,,ios,Bekasi,2024-03-14 20:10:00
10263,1218,organic,,android,Jakarta Pusat,2024-02-17 13:03:00
10264,1171,organic,,android,Jakarta Pusat,2024-01-21 16:05:00
10265,1533,organic,,android,Jakarta Selatan,2024-03-09 22:30:00
10266,1370,paid_search,competitor_kw,ios,Tangerang,2024-06-19 19:24:00
10267,1143,referral,ref_friend_program,android,Bekasi,2024-01-07 10:55:00
10268,1677,organic,,ios,Depok,2024-02-18 07:40:00
10269,1240,organic,,ios,Tangerang,2024-06-04 22:25:00
10270,1301,paid_search,brand_kw_feb,web,Jakarta Pusat,2024-06-04 13:45:00
10271,1690,referral,ref_friend_program,android,Jakarta Pusat,2024-05-20 21:10:00
10272,1676,paid_search,competitor_kw,android,Jakarta Timur,2024-06-28 09:06:00
10273,1548,organic,,ios,Jakarta Pusat,2024-06-11 22:05:00
10274,1576,paid_social,tiktok_mar,android,Bekasi,2024-04-21 14:14:00
10275,1591,organic,,android,Tangerang,2024-01-01 16:03:00
10276,1617,promo,promo_feb_valentine,ios,Jakarta Barat,2024-05-31 14:06:00
10277,1151,paid_search,brand_kw_feb,ios,Depok,2024-06-02 16:09:00
10278,1706,referral,ref_friend_program,ios,Jakarta Utara,2024-02-01 15:54:00
10279,1795,promo,promo_jan_newyear,ios,Jakarta Selatan,2024-02-15 22:46:00
10280,1485,organic,,android,Tangerang,2024-03-30 19:25:00
10281,1727,paid_social,ig_reel_jan,android,Jakarta Selatan,2024-03-18 21:41:00
10282,1010,paid_search,brand_kw_jan,android,Jakarta Timur,2024-04-02 10:43:00
10283,1099,paid_search,brand_kw_feb,ios,Jakarta Barat,2024-04-01 22:11:00
10284,1247,promo,promo_ramadan,ios,Jakarta Timur,2024-04-11 22:19:00
10285,1666,paid_search,competitor_kw,web,Jakarta Pusat,2024-04-07 15:40:00
10286,1764,promo,promo_jan_newyear,android,Depok,2024-01-25 12:24:00
10287,1551,organic,,android,Jakarta Pusat,2024-02-17 19:52:00
10288,1558,referral,ref_friend_program,web,Jakarta Utara,2024-02-13 20:42:00
10289,1679,paid_social,ig_story_feb,ios,Jakarta Timur,2024-01-12 14:02:00
10290,1285,organic,,ios,Jakarta Timur,2024-02-02 20:04:00
10291,1751,paid_social,tiktok_mar,android,Jakarta Timur,2024-03-09 13:45:00
10292,1445,paid_search,brand_kw_jan,android,Jakarta Barat,2024-04-07 07:38:00
10293,1228,organic,,android,Jakarta Pusat,2024-04-06 10:50:00
10294,1175,promo,promo_ramadan,android,Jakarta Pusat,2024-03-22 19:11:00
10295,1704,referral,ref_influencer,android,Jakarta Barat,2024-05-11 11:42:00
10296,1363,organic,,ios,Jakarta Barat,2024-04-29 23:18:00
10297,1417,referral,ref_friend_program,android,Jakarta Pusat,2024-03-21 09:40:00
10298,1528,organic,,ios,Jakarta Barat,2024-06-24 10:25:00
10299,1757,referral,ref_influencer,ios,Tangerang,2024-06-18 23:43:00
10300,1527,paid_social,ig_reel_jan,android,Tangerang,2024-03-31 08:27:00
10301,1219,promo,promo_jan_newyear,android,Depok,2024-01-01 19:13:00
10302,1633,promo,promo_ramadan,ios,Jakarta Selatan,2024-05-04 08:22:00
10303,1087,organic,,android,Bekasi,2024-05-15 23:57:00
10304,1374,organic,,android,Bekasi,2024-04-19 12:34:00
10305,1786,promo,promo_jan_newyear,android,Tangerang,2024-06-24 14:03:00
10306,1538,paid_search,competitor_kw,android,Jakarta Selatan,2024-03-19 14:14:00
10307,1763,organic,,android,Jakarta Selatan,2024-03-23 13:18:00
10308,1604,referral,ref_friend_program,android,Tangerang,2024-05-15 18:15:00
10309,1711,paid_social,ig_reel_jan,android,Jakarta Selatan,2024-02-18 19:31:00
10310,1279,organic,,ios,Bekasi,2024-02-22 12:00:00
10311,1226,organic,,android,Jakarta Utara,2024-03-16 15:35:00
10312,1255,organic,,android,Jakarta Selatan,2024-02-23 10:00:00
10313,1419,paid_search,brand_kw_jan,web,Jakarta Utara,2024-06-05 16:20:00
10314,1017,organic,,android,Jakarta Utara,2024-05-17 10:46:00
10315,1238,organic,,android,Bekasi,2024-04-21 18:09:00
10316,1643,promo,promo_jan_newyear,android,Jakarta Pusat,2024-06-02 07:50:00
10317,1492,organic,,ios,Jakarta Pusat,2024-05-24 21:52:00
10318,1426,organic,,android,Jakarta Utara,2024-02-06 07:58:00
10319,1289,promo,promo_feb_valentine,android,Jakarta Pusat,2024-04-01 09:39:00
10320,1343,promo,promo_jan_newyear,ios,Jakarta Barat,2024-06-02 12:43:00
10321,1512,paid_social,ig_story_feb,android,Jakarta Pusat,2024-06-18 18:59:00
10322,1400,referral,ref_friend_program,ios,Jakarta Barat,2024-04-24 22:52:00
10323,1563,paid_social,tiktok_mar,android,Jakarta Timur,2024-05-07 22:34:00
10324,1241,paid_social,ig_story_feb,android,Jakarta Timur,2024-04-02 07:13:00
10325,1148,organic,,android,Jakarta Barat,2024-05-21 20:15:00
10326,1251,organic,,android,Tangerang,2024-01-20 07:36:00
10327,1661,paid_social,ig_story_feb,android,Tangerang,2024-06-26 07:18:00
10328,1434,organic,,android,Jakarta Selatan,2024-06-23 21:35:00
10329,1129,paid_search,brand_kw_jan,android,Jakarta Pusat,2024-02-24 19:39:00
10330,1169,organic,,android,Bekasi,2024-01-14 18:41:00
10331,1392,promo,promo_ramadan,android,Jakarta Barat,2024-05-02 08:18:00
10332,1514,referral,ref_friend_program,ios,Jakarta Barat,2024-05-12 23:59:00
10333,1144,promo,promo_feb_valentine,ios,Depok,2024-02-01 22:02:00
10334,1699,paid_search,competitor_kw,android,Depok,2024-01-11 08:47:00
10335,1584,paid_social,ig_reel_jan,ios,Jakarta Utara,2024-04-12 09:14:00
10336,1185,paid_search,brand_kw_feb,ios,Depok,2024-01-28 19:49:00
10337,1485,referral,ref_friend_program,web,Tangerang,2024-02-24 08:13:00
10338,1071,paid_social,ig_story_feb,android,Jakarta Barat,2024-03-11 19:05:00
10339,1056,paid_search,brand_kw_jan,ios,Jakarta Utara,2024-01-24 20:21:00
10340,1764,promo,promo_ramadan,android,Jakarta Pusat,2024-02-18 20:44:00
10341,1373,organic,,web,Jakarta Selatan,2024-01-05 16:57:00
10342,1556,paid_social,ig_story_feb,android,Tangerang,2024-04-19 23:48:00
10343,1676,paid_search,competitor_kw,ios,Bekasi,2024-06-25 20:40:00
10344,1017,promo,promo_jan_newyear,web,Jakarta Pusat,2024-06-06 20:06:00
10345,1431,paid_social,tiktok_mar,android,Jakarta Selatan,2024-02-24 14:49:00
10346,1448,paid_social,tiktok_mar,android,Tangerang,2024-02-29 10:45:00
10347,1163,paid_social,ig_story_feb,ios,Jakarta Utara,2024-03-23 13:05:00
10348,1185,promo,promo_jan_newyear,android,Jakarta Utara,2024-01-24 09:31:00
10349,1499,organic,,android,Jakarta Selatan,2024-06-09 09:13:00
10350,1183,paid_social,ig_story_feb,ios,Jakarta Barat,2024-06-17 08:07:00
10351,1760,paid_search,competitor_kw,ios,Jakarta Selatan,2024-03-06 10:12:00
10352,1622,paid_search,competitor_kw,ios,Tangerang,2024-04-08 20:12:00
10353,1260,referral,ref_influencer,android,Jakarta Selatan,2024-05-30 20:18:00
10354,1440,paid_social,ig_story_feb,android,Jakarta Barat,2024-02-17 18:15:00
10355,1128,referral,ref_influencer,android,Jakarta Utara,2024-04-25 12:38:00
10356,1017,organic,,android,Jakarta Selatan,2024-01-18 22:06:00
